group_id,user_id,item_id,score,label
16,16,65,-0.4394763950531812,0
16,16,49,-1.0636438838474123,0
16,16,31,-1.620914102439741,0
17,17,72,-1.3573753135556799,0
17,17,48,-1.8492021170541488,0
17,17,56,0.7817224046173409,0
17,17,44,-1.3676439681882706,0
17,17,79,0.39224460674966094,0
17,17,86,1.291146926823712,0
17,17,86,-0.7874504548564201,1
17,17,1,1.0238501343058448,1
17,17,51,0.47584374496728216,0
17,17,5,0.13706281079339433,0
18,18,94,0.28795805221877957,0
18,18,98,0.1406971514394773,0
18,18,92,0.05791552285637743,1
18,18,77,1.8331113497017857,1
18,18,76,2.1033989810200695,0
18,18,82,0.07306352311968597,0
18,18,50,-0.6874853993925419,0
18,18,43,0.6972616320683116,0
18,18,97,1.151236755800463,1
18,18,69,-0.8112651698376878,0
18,18,95,-0.19838668994057684,1
18,18,93,-0.773295218182967,0
18,18,13,0.46360003944234346,0
18,18,57,-0.49066491252630934,0
18,18,79,0.3130918469360143,0
18,18,45,-0.5884908572234188,0
18,18,67,0.20316563389442746,0
18,18,15,1.6329959781426544,1
19,19,75,-0.5575485520244029,1
19,19,82,0.714331873507999,0
19,19,9,-0.48808573679390305,1
19,19,77,1.0052516072102493,0
